"","climate_model","wts"
"190","MPI.ESM.P_021.02",0.0230215284382426
"191","MPI.ESM.P_023.02",0.00543336834442212
"192","MPI.ESM.P_024.01",0.025230159144592
"193","MPI.ESM.P_024.02",0.0119204139793152
"194","MPI.ESM.P_025.01",0.00695014237250513
"195","MPI.ESM.P_025.02",0.00667469328950829
"196","MPI.ESM.P_026.01",0.00644262621645563
"197","MPI.ESM.P_030.01",0.0027117372479725
"198","MPI.ESM.P_030.02",0.00304975887369989
"199","MPI.ESM.P_032.01",0.074493296928198
"200","MPI.ESM.P_034.01",0.00420260755425274
"201","MPI.ESM.P_034.02",0.00400193478345859
"202","MPI.ESM.P_035.01",0.0034060037410458
"203","MPI.ESM.P_035.02",0.00377186109095552
"204","MPI.ESM.P_038.01",0.00543910336308976
"205","MPI.ESM.P_038.02",0.0038484813543773
"206","MPI.ESM.P_039.02",0.00553140749210061
"207","MPI.ESM.P_040.01",0.00313032974191431
"208","MPI.ESM.P_040.02",0.00235359008859204
