"","climate_model","wts"
"199","MPI.ESM.P_025.02",0.00922378189398623
"200","MPI.ESM.P_026.01",0.00294754087731036
"201","MPI.ESM.P_026.02",0.00288676501802742
"202","MPI.ESM.P_028.01",0.00286517788723144
"203","MPI.ESM.P_028.02",0.00286660393013159
"204","MPI.ESM.P_029.01",0.00329513464827107
"205","MPI.ESM.P_030.01",0.0028845924102357
"206","MPI.ESM.P_030.02",0.00298122764220504
"207","MPI.ESM.P_031.02",0.00379166118503259
"208","MPI.ESM.P_032.01",0.0159403428051136
"209","MPI.ESM.P_032.02",0.015071150864276
"210","MPI.ESM.P_033.01",0.00402205297529553
"211","MPI.ESM.P_033.02",0.00537405177865029
"212","MPI.ESM.P_034.01",0.00282159815729965
"213","MPI.ESM.P_034.02",0.0034923216073211
"214","MPI.ESM.P_035.01",0.00394800396788701
"215","MPI.ESM.P_036.01",0.00372188758567034
"216","MPI.ESM.P_036.02",0.00333645225831294
"217","MPI.ESM.P_037.01",0.0257891318716952
"218","MPI.ESM.P_038.02",0.00315395579912435
"219","MPI.ESM.P_039.02",0.00601617538357129
"220","MPI.ESM.P_040.01",0.00250664670820977
"221","MPI.ESM.P_040.02",0.00270336434052502
